names,date_x,score,genre,overview,crew,orig_title,status,orig_lang,budget_x,revenue,country,year,imdb
Daylight's End,2016-04-16,59.0,"Action,Horror,Science Fiction","Years after a mysterious plague has devastated the planet and turned most of humanity into blood-hungry creatures, a rogue drifter on a vengeful hunt stumbles across a band of survivors in an abandoned police station and reluctantly agrees to try to help them defend themselves and escape to the sanctuary they so desperately need.","AnnabelleWallace,Burton,ChelseaEdmundson,ChrisWhitlock,DrewMacallister,Earnesta,EthanHill,FarahWhite,FrankHill,GaryCairns,HakeemKae-Kazim,HeatherKafka,JohnnyStrong,LanceHenriksen,LouisMandylor,MarkHanson,SamSheridan,ThomasRourke",Daylight's End,Released,English,2000000.0,20363381.2,US,2016,5.9
The Red Thread,2016-05-19,63.0,"Drama,Romance","Seven years after their first infatuated encounter, Abril and Manuel meet again. Despite the fact that they are both married, it is soon apparent that their attraction has only grown.","Abril,BenjamínVicuña,Bruno,EugeniaSuárez,Felix,GuillerminaValdes,HugoSilva,Laura,LeticiaSiciliani,Manuel,ManuelBozal,Sofía", El hilo rojo,Released,"Spanish,Castilian",120000000.0,303727772.6,AR,2016,6.3
The Pornographer,2001-10-03,46.0,Drama,"Jacques Laurent made pornographic films in the 1970s and '80s, but had put that aside for 20 years. His artistic ideas, born of the '60s counter-culture, had elevated the entire genre. Older and paunchier, he is now directing a porno again. Jacques's artistry clashes with his financially-troubled producer's ideas about shooting hard-core sex. Jacques has been estranged from his son Joseph for years, since the son first learned the nature of the family business. They are now speaking again. Joseph and his friends want to recapture the idealism of 1968 with a protest. Separated from his wife, Jacques strives for personal renewal with plans to build a new house by himself...","AliceHouri,AndréMarcon,Carles,CatherineMouchet,DominiqueBlanc,JacquesLaurent,Jean-PierreLéaud,Jeanne,Jenny,Joseph,JérémieRenier,LaurentLucas,Louis,Monika,OliviaRochet,Ovidie,Richard,ThibaultdeMontalembert", Le Pornographe,Released,French,6461098.6,126.0,FR,2001,4.6
Age of Tomorrow,2014-06-10,30.0,"Thriller,Science Fiction,Action","Mankind must fight to survive as Earth is invaded by hostile UFOs bent on destroying the planet. As the epic battle wages on, astronauts sneak aboard the mothership where they discover a portal to the aliens' home world. They manage to alert Earth before they are brutally murdered. Left with no other choice, Earth sends an elite military team of science and combat specialists through the portal where they attempt to stop the invasion from the inside out.","AnthonyMarks,CaptainJamesWheeler,ChrisMeher,Clayton,Col.Mac,Control,Dr.Gordon,GeneralMagowan,KellyHu,LaneTownsend,MajorBlake,MitchellCarpenter,MorganWest,NicholasAlexander,NickStellate,RickSullivan,RobertPicardo,SarahKarijan",Age of Tomorrow,Released,English,15541000.0,38139010.0,US,2014,3.0
Green Zone,2010-03-12,65.0,"War,Action,Adventure,Drama,Thriller","During the U.S.-led occupation of Baghdad in 2003, Chief Warrant Officer Roy Miller and his team of Army inspectors are dispatched to find weapons of mass destruction believed to be stockpiled in the Iraqi desert. Rocketing from one booby-trapped and treacherous site to the next, the men search for deadly chemical agents but stumble instead upon an elaborate cover-up that threatens to invert the purpose of their mission.","AhmedZubaidi,AmyRyan,BrendanGleeson,ClarkPoundstone,Freddy,GeneralAlRawi,GregKinnear,IgalNaor,JasonIsaacs,KhalidAbdalla,LawrieDayne,Maj.Briggs,MartinBrown,MattDamon,RaadRawi,RoyMiller,SaidFaraj,SeyyedHamza",Green Zone,Released,English,100000000.0,97523020.0,AU,2010,6.5
Midway,1976-09-18,66.0,"Action,Drama,History,War","This war drama depicts the U.S. and Japanese forces in the naval Battle of Midway, which became a turning point for Americans during World War II.","Adm.ChesterW.Nimitz,AdmiralIsorokuYamamoto,Capt.MatthewGarth,Capt.VintonMaddox,CharltonHeston,CliffRobertson,Cmdr.Jessop,Cmdr.JosephRochefort,GlennFord,HalHolbrook,HenryFonda,JamesCoburn,Lt.Cmdr.Blake,RearAdmiralRaymondA.Spruance,RobertMitchum,RobertWagner,ToshirōMifune,ViceAdm.WilliamF.'Bull'HalseyJr.",Midway,Released,English,100000000.0,126815030.0,AU,1976,6.6
The Nut Job 2: Nutty by Nature,2018-04-18,59.0,"Animation,Family,Adventure,Comedy","When the evil mayor of Oakton decides to bulldoze Liberty Park and build a dangerous amusement park in its place, Surly Squirrel and his ragtag group of animal friends need to band together to save their home, defeat the mayor, and take back the park.","BobbyCannavale,BobbyMoynihan,Frankie(voice),GabrielIglesias,Gunther(voice),Heather(voice),IsabelaMerced,JeffDunham,Jimmy(voice),Johnny(voice),MayaRudolph,Mole(voice),PeterStormare,Precious(voice),SebastianManiscalco,Surly(voice),TheMayor(voice),WillArnett",The Nut Job 2: Nutty by Nature,Released,English,40000000.0,57424952.0,AU,2018,5.9
DC Showcase: Blue Beetle,2021-07-27,62.0,"Animation,Science Fiction,Action,Adventure","SUFFERIN' SCARABS! Silver Age Blue Beetle is back! Thrill to the adventures of Ted Kord, alias the Blue Beetle, as he teams up with fellow Charlton Comics heroes Captain Atom, The Questions and Nightshade to battle the nefarious finagler of feelings, Doctor Spectro!","AshlyBurch,BlueBeetle(voice),CaptainAtom/Pops(voice),DavidKaye,Dr.Spectro(voice),JeffBennett,MattLanter,Nightshade(voice),TheQuestion(voice),TomKenny",DC Showcase: Blue Beetle,Released,English,74500000.0,528766635.8,US,2021,6.2
Booty Call,1997-07-31,53.0,Comedy,"Rushon is sexually pent-up and ready to take thing things to the next level with his girlfriend, Nikki. But when he calls for a date, she asks to make it a double — bringing along her brash friend, Lysterine, whom Rushon sets up with his lewd buddy, Bunz. Things go better than expected. As the evening transitions from the restaurant to the bedroom, the two men go on a madcap search for what will surely make the night complete: condoms.","AmmieSin,AmyMoniqueWaddell,ArguingMan,ArguingWoman,Bunz,JamieFoxx,KamRayChan,Lysterine,Mr.Chiu,Nikki,RicYoung,Rushon,TamalaJones,TommyDavidson,UgLee,VivicaA.Fox,WileyMoore,Yoyo",Booty Call,Released,English,7520000.0,20060051.0,AU,1997,5.3
Kung Fu Panda: Secrets of the Furious Five,2008-11-08,67.0,"Animation,Family,Action","Ordered to teach a martial arts class of rambunctious bunny kittens, Po tells stories of each of the Furious Five's pasts.","Ant/Bunny(voice),Crane(voice),DavidCross,DustinHoffman,ElizabethAnnBennett,GreatMasterViper(voice),Instructor(voice),JackBlack,JamesSie,JayceeChan,JessicaDiCicco,JimCummings,Oogway(voice),Po(voice),RandallDukKim,Shifu(voice),YoungMonkey(voice),YoungViper(voice)",Kung Fu Panda: Secrets of the Furious Five,Released,English,144200000.0,630310770.0,US,2008,6.7
Love Wrecked,2007-01-21,51.0,"Family,Romance","On a Caribbean cruise, Jenny is marooned on a beach with her rock and roll idol. Deliriously in love with the idea of time alone with him, she manages to hide the fact that they're a stone's throw away from their resort.","AlexisManetti,AmandaBynes,Belinda,BenTaylor,BreeTaylor,Chase,ChrisCarmack,FredWillard,JackieLong,Jamie-LynnSigler,JasonMasters,JennyTaylor,JoeyKern,JonathanBennett,KathyGriffin,MiloDinsdale,RyanHowell,SusanDuerden",Love Wrecked,Released,English,150200000.0,667039926.0,US,2007,5.1
Crash,2005-05-12,72.0,Drama,"In post-Sept. 11 Los Angeles, tensions erupt when the lives of a Brentwood housewife, her district attorney husband, a Persian shopkeeper, two cops, a pair of carjackers and a Korean couple converge during a 36-hour period.","Anthony,BrendanFraser,CameronThayer,Daniel,Det.GrahamWaters,DonCheadle,JeanCabot,JenniferEsposito,Karen,Ludacris,MattDillon,MichaelPeña,NonaGaye,OfficerJohnRyan,Ria,RickCabot,SandraBullock,TerrenceHoward",Crash,Released,English,10000000.0,3412380.0,AU,2005,7.2
Cry Macho,2021-11-25,60.0,"Drama,Western","Mike Milo, a one-time rodeo star and washed-up horse breeder, takes a job from an ex-boss to bring the man's young son home from Mexico.","Aurelio,BrytneeRatledge,ClintEastwood,DwightYoakam,EduardoMinett,FernandaUrrejola,HippieGirl#1,HoracioGarcíaRojas,HowardPolk,Leta,MarcoRodríguez,Marta,MikeMilo,NataliaTraven,PaulAlayo,Porfirio,Rafo,Sergeant.Perez",Cry Macho,Released,English,33000000.0,16481544.0,AU,2021,6.0
Outlaws,2021-10-08,69.0,Crime,Introverted Girona student Nacho meets two delinquents from the city's Chinatown and gets caught up in a summer onslaught of burglaries and hold ups that will change his life.,"BegoñaVargas,ChechuSalgado,Chino,CintiaGarcía,DanielIbáñez,Gordo,GuillermoLasheras,InspectorVives,JorgeAparicio,Lidia,MarcosRuiz,Nacho,PepTosar,Piernas,Tere,Víctor,XavierMartín,Zarco", Las leyes de la frontera,Released,"Spanish,Castilian",62500000.0,520816421.6,ES,2021,6.9
USS Indianapolis: Men of Courage,2016-10-14,59.0,"Action,War","The harrowing true story of the crew of the USS Indianapolis, who were stranded in the Philippine Sea for five days after delivering the atomic weapons that would eventually end WWII. As they awaited rescue, they endured extreme thirst, hunger, and relentless shark attacks.","AdmiralParnell,Bama,CaptainMcVay,ChuckGwinn,Clara,CodyWalker,CraigTate,EmilyTennant,Garrison,JamesRemar,Lt.ChuckGwinn,MattLanter,MaxRyan,McWhorter,NicolasCage,ThomasJane,TomSizemore,West",USS Indianapolis: Men of Courage,Released,English,40000000.0,1663785.0,US,2016,5.9
Belli ciao,2022-10-20,57.0,Comedy,"Pio and Amedeo are inseparable friends, or at least they were until they graduated from high school, at which point each one was faced with the question: move up north or stay in the south?",",AdrianoDePasquale,AmedeoGrieco,Gegia,GiorgioColangeli,LorenaCacciatore,NicasioCatanese,PinuccioSinisi,PioD'Antini,RosaDilettaRossi",Belli ciao,Released,Italian,118600000.0,245108932.8,AU,2022,5.7
Four Weddings and a Funeral,1994-05-13,68.0,"Comedy,Drama,Romance","Over the course of five social occasions, a committed bachelor must consider the notion that he may have discovered love.","AndieMacDowell,AnnaChancellor,Carrie,Charles,CharlotteColeman,David,DavidBower,Fiona,Gareth,Henrietta,HughGrant,JamesFleet,JohnHannah,KristinScottThomas,Matthew,Scarlett,SimonCallow,Tom",Four Weddings and a Funeral,Released,English,4500000.0,242895809.0,AU,1994,6.8
The Layover,2018-02-28,54.0,"Comedy,Romance","When their plane is rerouted due to a hurricane warning, two single female best friends find themselves competing for the same guy during an extended layover in St. Louis.","AlexandraDaddario,Anuj,Chuck,Craig,JohnCassini,KalPenn,KateJeffries,KateUpton,MattBarr,MattJones,Meg,MollyShannon,Nancy,RoarkCritchlow,RobCorddry,Roger,Ryan,StanMoss",The Layover,Released,English,98100000.0,376152925.6,AU,2018,5.4
Holiday Harmony,2022-11-24,64.0,"Romance,Comedy,Music",A likeable and talented underdog gets momentarily sidelined from chasing her musical dreams when her van breaks down in a welcoming small town just before Christmas.,"AbeCrawford,AnneliseCepero,BrookeShields,CarlaJimenez,GailTravers,JeremyCrawford,JeremySumpter,Johnny,JordynCuret,LaurenSwickard,Lila,MichaelWiseman,Rachael,Rosemary,RyderFranco,Sarah,SophiaReid-Gantzert,VanCrawford",Holiday Harmony,Released,English,121200000.0,319022322.6,US,2022,6.4
Maverick,1994-06-09,68.0,"Action,Adventure,Comedy,Drama,Western","Maverick is a gambler who would rather con someone than fight them, and needs an additional three thousand dollars in order to enter a winner-takes-all poker game that begins in a few days, so he joins forces with a woman gambler with a marvellous southern accent, and the two try and enter the game.","AlfredMolina,Angel,AnnabelleBransford,Banker,BretMaverick,CommodoreDuvall,DubTaylor,GeoffreyLewis,GrahamGreene,JamesCoburn,JamesGarner,JodieFoster,Joseph,MarshalZaneCooper,MatthewWicker/Eugene,MelGibson,PaulL.Smith,RoomClerk,TheArchduke",Maverick,Released,English,75000000.0,183031272.0,AU,1994,6.8
Next Avengers: Heroes of Tomorrow,2008-09-02,69.0,"Animation,Family,Action,Adventure,Science Fiction",The children of the Avengers hone their powers and go head to head with the very enemy responsible for their parents' demise.,"AdrianPetriw,AidanDrummond,Azari(voice),BettyRoss(voice),BrennaO'Brien,DempseyPappion,FredTatasciore,Hawkeye(voice),Hulk(voice),JamesRogers(voice),MichaelAdamthwaite,NicoleOliver,NoahCrawford,Pym(voice),Thor(voice),TomKane,TonyStark/IronMan/Ultron(voice),Torunn(voice)",Next Avengers: Heroes of Tomorrow,Released,English,53620000.0,3800000.0,US,2008,6.9
Maggie,2015-05-18,54.0,"Horror,Drama,Mystery","There's a deadly zombie epidemic threatening humanity, but Wade, a small-town farmer and family man, refuses to accept defeat even when his daughter Maggie becomes infected. As Maggie's condition worsens and the authorities seek to eradicate those with the virus, Wade is pushed to the limits in an effort to protect her. Joely Richardson co-stars in this post-apocalyptic thriller.","AbigailBreslin,Allie,ArnoldSchwarzenegger,Bonnie,BryceRomero,Caroline,DouglasM.Griffin,Dr.Kaplan,Holt,J.D.Evermore,JodieMoore,JoelyRichardson,MaggieVogel,RachelWhitmanGroves,RaedenGreer,Ray,Trent,WadeVogel",Maggie,Released,English,4500000.0,1027760.0,AU,2015,5.4
Falcon Rising,2014-09-05,62.0,"Adventure,Action","Chapman is an ex-marine in Brazil's slums, battling the yakuza outfit who attacked his sister and left her for dead.","CarloBororo,CindyChapman,HazukiKato,Hirimoto,JazminCaratini,John'Falcon'Chapman,KatarinaDa'Silva,LailaAli,LateefCrowder,MannyRidley,MasashiOdate,MichaelJaiWhite,MillieRuperto,NealMcDonough,Nurse,PoliceOfficer,RobertColón,Tomoe",Falcon Rising,Released,English,4500000.0,11774.0,US,2014,6.2
Welcome Home,2018-11-16,52.0,"Thriller,Horror",A couple try to repair their damaged union in an Italian vacation paradise. Then they discover the owner's intentions.,"AaronPaul,Alessandra,AliceBellagamba,Bryan,Cassie,DaphneAlexander,Eduardo,EmilyRatajkowski,Federico,FrancescoAcquaroli,IndianWoman,Isabella,KatyLouiseSaunders,NavGhotra,RiccardoScamarcio,SamMane,YoungMan,YoungWoman",Welcome Home,Released,English,136000000.0,544681313.6,US,2018,5.2
The King,2019-11-01,72.0,"Drama,History,War","England, 15th century. Hal, a capricious prince who lives among the populace far from court, is forced by circumstances to reluctantly accept the throne and become Henry V.","AndrewHavill,ArchbishopofCanterbury,BenMendelsohn,Catherine,Falstaff,Hal,Hotspur,JoelEdgerton,KingHenryIV,Lily-RoseDepp,Philippa,QueenofDenmark,RobertPattinson,SeanHarris,TheDauphin,ThomasinMcKenzie,TimothéeChalamet,TomGlynn-Carney,William",The King,Released,English,69200000.0,369890597.2,AU,2019,7.2
Grease 2,1982-06-11,51.0,"Comedy,Music,Romance","It's 1961, two years after the original Grease gang graduated, and there's a new crop of seniors and new members of the coolest cliques on campus, the Pink Ladies and T-Birds. Michael Carrington is the new kid in school - but he's been branded a brainiac. Can he fix up an old motorcycle, don a leather jacket, avoid a rumble with the leader of the T-Birds, and win the heart of Pink Lady Stephanie?","AdrianZmed,AlisonPrice,ChristopherMcDonald,DiMucci,Dolores,Goose,LornaLuft,MaureenTeefy,MaxwellCaulfield,Michael,MichellePfeiffer,Nogerelli,PamelaAdlon,Paulette,PeterFrechette,Rhonda,Sharon,Stephanie",Grease 2,Released,English,13200000.0,15171476.0,US,1982,5.1
The Ark,2007-11-17,46.0,"Animation,Adventure,Family",An animated comedy that recreates the misadventures of the passengers of the Ark built by Noah as per God’s request. It’s just that living together does not seem to come easy for the passengers on board.,"AlejandroDolina,AlejandroFantino,DiegoTopa,Dios,EnriquePorcellana,Farfan,Jafet,JorgeGuinzburg,JuanCarlosMesa,Kairel,LucilaGómez,MagdalenaRuizGuiñazú,MarianaFabbiani,Miriam,Noé,PalomoPepe,PumaCachito,ReinaOriana", El arca,Released,"Spanish,Castilian",116500000.0,636383185.2,US,2007,4.6
Amazing Love,2012-11-06,69.0,Drama,"Teen friends, Steve, Carrie, Cooper, and Gameboy embark on a weekend camping trip lead by their church youth group leader Stuart (Sean Astin) and his wife Beth (Erin Bethea). Joining them is an outsider Ashley, a self-involved rich kid, whose attitude causes a major commotion within the group, specifically between her and Carrie. Before it gets too out of hand though, Stuart takes this opportunity to share with the kids the incredibly powerful biblical story of Hosea; a story of immovable faith, impeccable commitment, and impervious love.","Ashley,Beth,Carrie,Cooper,CreagenDow,ElijahAlexander,ErinBethea,Gameboy,Helen,Hosea,KentonDuty,PattyDuke,SamanthaHanratty,SavannahJayde,SeanAstin,Steve,Stuart,TerrenceHardyJr.",Amazing Love,Released,English,95000000.0,406434252.2,US,2012,6.9
7500,2020-01-10,61.0,"Action,Drama,Thriller","When terrorists try to seize control of a Berlin-Paris flight, a soft-spoken young American co-pilot struggles to save the lives of the passengers and crew while forging a surprising connection with one of the hijackers.","AlexanderFranz(voice),AurélieThépaut,AylinTezel,CarloKitzlinger,Daniel,Gökçe,JosephGordon-Levitt,Kenan,MaxSchimmelpfennig,MichaelLutzmann,MurathanMuslu,Natalie,OmidMemar,PaulWollin,SimonSchwarz,Student,TobiasEllis,Vedat",7500,Released,English,5000000.0,0.0,AT,2020,6.1
Goodnight Mommy,2016-04-20,67.0,"Horror,Drama,Thriller,Mystery","In the heat of the summer lays a lonesome house in the countryside where nine year old twin brothers await their mother’s return.  When she comes home, bandaged after cosmetic surgery, nothing is like before and the children start to doubt whether this woman is actually who she says she is.","ChristianSchatz,ChristianSteindl,ElfriedeSchatz,Elias,EliasSchwarz,Farmer,GeorgDeliovsky,HansEscher,KarlPurker,Lukas,LukasSchwarz,Mesner,Mother,PizzaSupplier,Priest,RedCrossCollector#1,RedCrossCollector#2,SusanneWuest"," Ich seh, Ich seh",Released,German,61140900.0,2193474.0,AU,2016,6.7
Professor Marston and the Wonder Women,2017-10-13,72.0,"Drama,Romance","The unconventional life of Dr. William Marston, the Harvard psychologist and inventor who helped invent the modern lie detector test and created Wonder Woman in 1941.","AlexaHavins,BellaHeathcote,CharlesGuyette,ConnieBritton,DorothyRoubicek,Dr.WilliamMoultonMarston,ElizabethMarston,JJFeild,JosetteFrank,LukeEvans,M.C.Gaines,MaggieCastle,Mary,MollyStewart,MonicaGiordano,OliveByrne,OliverPlatt,RebeccaHall",Professor Marston and the Wonder Women,Released,English,26730400.0,1584759.0,US,2017,7.2
Devil in the Flesh,1986-04-22,57.0,"Drama,Romance","An Italian high school student becomes infatuated with a woman he sees outside his class window. Her fiancée is in jail for being involved in a radical movement, and she spends much time in court providing moral support. At first she resists the student's advances, but eventually begins an affair with him. Their situation is condemned by her family and his father, who is the woman's psychologist.","AlbertoDiStasio,Andrea,AnitaLaurenzi,AnnaOrso,CatherineDiamant,FedericoPitzalis,GiacomoPulcini,Giulia,LidiaBroccolino,MaruschkaDetmers,Mrs.Pulcini,Mrs.Raimondi,ProfessorRaimondi,RiccardoDeTorrebruna,Sig.raDozza,StefanoAbbati,terrorista", Diavolo in corpo,Released,Italian,5906709.8,546904.0,IT,1986,5.7
Tarzan II,2005-06-13,61.0,"Adventure,Animation,Family","When one of his missteps puts his family in jeopardy, Tarzan decides they would be better off without him.","BradGarrett,BrendaGrate,ConnorHutcherson,EstelleHarris,GeorgeCarlin,GlennClose,HarrisonChad,Kago(voice),Kala(voice),Kerchak(voice),LanceHenriksen,MamaGunda(voice),RonPerlman,Tarzan(voice),Terk(voice),Tonka(voice),Uto(voice),Zugor(voice)",Tarzan II,Released,English,120000000.0,274833060.0,US,2005,6.1
August Never Ends,2021-04-16,55.0,Romance,"A story revolving around two friends with very different personalities - the no-nonsense and rebellious Weiyang and the idealist 'Princess' Qiao. When Xiao Qiao met Weiyang, the two easily became close friends. However, Xiao Qiao's fiancee Chao Yan can't help himself as he falls deeply in love with Weiyang, which crushes Xiao Qiao's fairytale love story. Just as the three are entangled in a world of complications, Weiyang makes a surprising decision.",",ChaoYan,ChenMinghao,ElaineZhong,GuoMucheng,LuoJin,TanSongyun,TianYu,WeiYang,XiaoQiao,ZiqingWan", 八月未央,Released,Chinese,144400000.0,326683695.4,CN,2021,5.5
Where Eagles Dare,1968-12-04,76.0,"Action,Adventure,War","World War II is raging, and an American general has been captured and is being held hostage in the Schloss Adler, a Bavarian castle that's nearly impossible to breach. It's up to a group of skilled Allied soldiers to liberate the general before it's too late.","Adm.Rolland,Berkeley,Christiansen,ClintEastwood,Col.WyattTurnerDSOMC,DonaldHouston,Gen.GeorgeCarnaby,Lt.MorrisSchaffer,Maj.Smith,MaryElison,MaryUre,MichaelHordern,PatrickWymark,PeterBarkworth,RichardBurton,RobertBeatty,Thomas,WilliamSquire",Where Eagles Dare,Released,English,7700000.0,21000000.0,AU,1968,7.6
Next-Door Nightmare,2021-07-08,53.0,"Thriller,TV Movie,Drama","When young couple Sarah and Kyle move next door to Helen, a charismatic older woman, they have no idea she's a deeply disturbed psychopath who will stop at nothing to become Sarah's surrogate mother, and grandmother to the child she is expecting. Julia Borsellino, Mark Taylor, Deborah Grover, Marium Carvell star. (2021)","AlysaKing,AngelaRobinson,AshCatherwood,CaitAlexander,DaveMellard,DeannaJarvis,DeborahGrover,GraceHenry,HelenHenderson,JenniferWiles,JudithCollins,JuliaBorsellino,KellyJones,KyleCollins,MariumCarvell,MarkTaylor,MichelleChiu,SarahCollins",Next-Door Nightmare,Released,English,131600000.0,323696630.8,US,2021,5.3
Bayala: A Magical Adventure,2019-10-24,58.0,"Adventure,Animation,Family,Fantasy","As the dragons have almost disappeared from the kingdom of Bayala, the magic powers of the fairies are weakening. The fairy princesses Sera and Surah are thrilled when they discover they have the key to save the world in their hands: a dragon egg! Now the sisters must reach the dragon mountains and they embark on an adventurous journey into the unknown...","Bilara(voice),Falaroy(voice),Feya(voice),GregoryMax,Jaro(voice),JessicaWebb,KathrynCahill,LizaOrtiz,LouiseWhite,MadisonMullahey,MarcThompson,Marween(voice),Nuray(voice),OliviaManning,Ophira(voice),RebeccaBecker,Sera(voice),Surah(voice)", Bayala - Das magische Elfenabenteuer,Released,German,6324600.0,521149.0,DE,2019,5.8
Nobody Knows,2004-08-07,80.0,Drama,"In a small Tokyo apartment, twelve-year-old Akira must care for his younger siblings after their mother leaves them and shows no sign of returning.","Akira,AyuKitaura,ErikoYoshinaga,HanaeKan,HieiKimura,HiroyamaJun,KazuyoshiKushida,Kyoko,MomokoShimizu,MutterKeiko,RyoKase,Saki,Shigeru,YOU,Yoshinaga,Yuki,YukikoOkamoto,YuyaYagira", 誰も知らない,Released,Japanese,172000000.0,682835308.6,JP,2004,8.0
Miami Vice,2006-08-10,60.0,"Action,Crime,Thriller","A case involving drug lords and murder in South Florida takes a personal turn for undercover detectives Sonny Crockett and Ricardo Tubbs. Unorthodox Crockett gets involved romantically with the Chinese-Cuban wife of a trafficker of arms and drugs, while Tubbs deals with an assault on those he loves.","BarryShabakaHenley,CiaránHinds,ColinFarrell,Det.GinaCalabrese,Det.James'Sonny'Crockett,Det.LarryZito,Det.Ricardo'Rico'Tubbs,Det.TrudyJoplin,ElizabethRodriguez,FBIAgentJohnFujima,GongLi,Isabella,JamieFoxx,JohnOrtiz,JoséYero,JustinTheroux,Lt.MartinCastillo,NaomieHarris",Miami Vice,Released,English,135000000.0,164920076.0,AU,2006,6.0
Mighty Morphin Power Rangers: Once & Always,2023-04-19,0.0,"Action,Science Fiction,Fantasy,Family","After tragedy strikes, an unlikely young hero takes her rightful place among the Power Rangers to face off against the team's oldest archnemesis.","AdamPark,AishaCampbell,Alpha(voice),BarbaraGoodson,BillyCranston,CatherineSutherland,CharlieKersh,DavidYost,JohnnyYongBosch,KaranAshley,Katherine""Kat""Hillard,MinhKwan,RichardStevenHorvitz,RitaRepulsa,RockyDeSantos,SteveCardenas,WalterJones,ZackTaylor",Mighty Morphin Power Rangers: Once & Always,In Production,English,231940000.0,175269998.8,US,2023,0.0
Kizumonogatari Part 1: Tekketsu,2016-01-08,78.0,"Animation,Fantasy,Mystery","One day, Koyomi Araragi encounters the horrifying vampire, Kiss-shot Acerola-orion Heart-under-blade A.K.A. the ""King of Apparitions."" He saves the fatally wounded Kiss-shot by offering his blood at the expense of his own life as a human. Now Koyomi has to face the vampire hunters to retrieve Kiss-shot’s limbs which were taken by these hunters...","Dramaturgy(voice),Episode(voice),Guillotinecutter(voice),HiroshiKamiya,HochuOtsuka,Kiss-ShotAcerola-OrionHeart-Under-Blade(voice),KoyomiAraragi(voice),MaayaSakamoto,MasashiEbara,MemeOshino(voice),MiyuIrino,TakahiroSakurai,TsubasaHanekawa(voice),YuiHorie", 傷物語〈Ⅰ鉄血篇〉,Released,Japanese,136000000.0,596365973.8,JP,2016,7.8
King of Thorn,2010-05-01,66.0,"Fantasy,Animation,Science Fiction","A mysterious virus, nicknamed Medusa, is spreading around Japan, turning its victims into stone. Given the impossibility of finding an immediate cure, the government opts for cryopreserving a select group of patients until they come up with a solution. Kasumi, one of the chosen ones, has been asleep for years and her awakening, more than a bed of roses, is a bed of thorns, and happens in the midst of total chaos where monstrous creatures lie in wait all around.","AlexandroPecchino(voice),Alice(voice),AyakoKawasumi,EriSendai,IvanCoralVega(voice),KanaHanazawa,KasumiIshiki(voice),KatherineTurner(voice),KohseiHirota,LauraOwen(voice),MarcoOwen(voice),MisakiKuno,PeterStevens(voice),SayakaOhara,Shin-ichiroMiki,ShizukuIshiki(voice),ToshiyukiMorikawa,TsutomuIsobe", いばらの王 -King of Thorn-,Released,Japanese,102800000.0,448180574.8,JP,2010,6.6
Journey to the West: Conquering the Demons,2013-02-10,70.0,"Action,Fantasy,Adventure,Comedy","In a world plagued by demons who cause great human suffering, young demon hunter Tang Sanzang must fight against monstrous demons, as well as contend with a beautiful demon hunting woman on his path to enlightenment.","BanditOne,ChenBingQiang,ChenXuanzang/Tripitaka,ChengSi-Han,FishDemon/MonkSandy,FistoftheNorthStar,HuangBo,LeeSheung-Ching,LuZhengyu,MasterNameless,MissDuan,MonkeyKing,PigDemon/KLHog,PrinceVacant/PrinceImportant,ShowLo,ShuQi,WenZhang,XingYu", 西游·降魔篇,Released,Chinese,13457040.0,215000000.0,CN,2013,7.0
Daisy Quokka: World’s Scariest Animal,2020-11-28,67.0,"Animation,Comedy,Family","When an unbearably adorable, eternally optimistic Quokka named Daisy wants to achieve the impossible – to win the annual ‘World’s Scariest Animal’ championship, she enlists the guidance of a washed-up, former champion, a grouchy Saltwater Crocodile, to help her achieve her dreams and prove that champions can come in all sizes.","AllisonLangdon,AndrewCook,AngourieRice,DadQuokka(voice),DaisyQuokka(voice),FlightlessFeather(voice),FrankWoodley,FrankieScales(voice),GrantDenyer,JerryWhiskers(voice),KangarooCitizen(voice),KarlStefanovic,LucyDurack,MumQuokka(voice),RondaSaltie(voice),SamNeill,SharneeTones,WombatCitizen(voice)",Daisy Quokka: World’s Scariest Animal,Released,English,127600000.0,629825382.2,AU,2020,6.7
As Good as It Gets,1998-02-05,74.0,"Drama,Comedy,Romance","Melvin Udall, a cranky, bigoted, obsessive-compulsive writer of romantic fiction, is rude to everyone he meets, including his gay neighbor, Simon. After Simon is hospitalized, Melvin finds his life turned upside down when he has to look after Simon's dog. In addition, Carol, the only waitress at the local diner who will tolerate him, must leave work to care for her sick son, making it impossible for Melvin to eat breakfast.","Beverly,CarolConnelly,CubaGoodingJr.,FrankSachs,GregKinnear,HelenHunt,JackNicholson,JackieSimpson,JesseJames,LupeOntiveros,MelvinUdall,NoraManning,ShirleyKnight,SimonBishop,SkeetUlrich,SpencerConnelly,VincentLopiano,YeardleySmith",As Good as It Gets,Released,English,50000000.0,314178011.0,AU,1998,7.4
Ring,2001-09-13,71.0,"Horror,Thriller","A mysterious video has been linked to a number of deaths, and when an inquisitive journalist finds the tape and views it herself, she sets in motion a chain of events that puts her own life in danger.","HiroyukiSanada,HitomiSatô,KatsumiMuramatsu,KoichiAsakawa,MaiTakano,MasamiKurahashi,MikiNakatani,NanakoMatsushima,ReikoAsakawa,RikiyaÔtaka,RyujiTakayama,TakashiYamamura,TomokoOishi,YoichiAsakawa,Yoshino,YutakaMatsushige,YôichiNumata,YûkoTakeuchi", リング,Released,Japanese,1200000.0,19400000.0,AU,2001,7.1
