names,date_x,score,genre,overview,crew,orig_title,status,orig_lang,budget_x,revenue,country,year,imdb
Travis Scott: Look Mom I Can Fly,2019-08-28,70.0,"Documentary,Music","While crafting his Grammy-nominated album ""Astroworld,"" Travis Scott juggles controversy, fatherhood and career highs in this intimate documentary.","DJScrew,JacquesWebster,JimmyFallon,JohnMayer,KevinParker,MikeDean,Self,Self(archivefootage),Self-TravisScott'sdad,SheckWes,StormiWebster,TravisScott",Travis Scott: Look Mom I Can Fly,Released,English,152000000.0,628779204.4,US,2019,7.0
Ragnarok,2013-01-01,57.0,"Action,Adventure","Archaeologist Sigurd Svendsen discovers that the Oseberg ship hides a secret from the Viking Age. Along with his two children put Sigurd out on a quest to find the truth. The mystery leads them into ""No Man's Land"" between Norway and Russia where no man traveling in modern times. Old runes take on new meaning when the secret they uncover is more frightening than anyone could have imagined.","Allan,BjørnSundquist,Brage,Elisabeth,Henriksen,JulianPodolski,KyrreHaugenSydness,Leif,MariaAnnetteTanderødBerglyd,MarikaEnstad,MuseumDirector,NicolaiCleveBroch,PålSverreHagen,Ragnhild,SigurdSvendsen,SofiaHelin,SponsorCEO,SponsorWoman,TerjeStrømdahl", Gåten Ragnarok,Released,Norwegian,6500000.0,3721345.0,AU,2013,5.7
6 Days,2017-07-09,60.0,"Action,Drama,History,Thriller","London, England, April 1980. Six terrorists assault the Embassy of Iran and take hostages. For six days, tense negotiations are held while the authorities decide whether a military squad should intervene.","AbbieCornish,AymenHamdouchi,BenTurner,EmunElliott,Faisal,HomeSecretaryWilliamWhitelaw,JamieBell,JohnDellow,KateAdie,LCpl.RustyFirmin,Lt.Col.MikeRose,MarkStrong,MartinShaw,MaxVernon,RobertPortal,Roy,Salim,TimPigott-Smith",6 Days,Released,English,1500000.0,22840186.8,AU,2017,6.0
All the President's Men,1976-06-09,77.0,"Drama,History,Mystery,Thriller","During the 1972 elections, two reporters' investigation sheds light on the controversial Watergate scandal that compels President Nixon to resign from his post.","BenBradlee,BobWoodward,Bookkeeper,CarlBernstein,Dardis,DebbieSloan,DeepThroat,DustinHoffman,HalHolbrook,HarryRosenfeld,HowardSimons,JackWarden,JaneAlexander,JasonRobards,MartinBalsam,MeredithBaxter,NedBeatty,RobertRedford",All the President's Men,Released,English,8500000.0,70600000.0,AU,1976,7.7
Transylvania 6-5000,1985-11-08,55.0,"Comedy,Horror","Two reporters travel to a strange castle in Transylvania to investigate the apparent reappearance of Frankenstein, and encounter the sensitive Wolfman, the Vampiress Odette and a whole cast of other weirdos.","CarolKane,DonaldGibb,Dr.Malavaqua,EdBegleyJr.,Fejos,GeenaDavis,GilTurner,JackHarrison,JeffGoldblum,JeffreyJones,JohnByner,JosephBologna,Lepescu,Lupi,MichaelRichards,Odette,Radu,Wolfman",Transylvania 6-5000,Released,English,108000000.0,503970573.4,US,1985,5.5
Happily N'Ever After,2007-04-05,49.0,"Adventure,Animation,Comedy,Family,Fantasy","An alliance of evil-doers, led by Frieda, looks to take over Fairy Tale Land. But when Ella realizes her stepmother is out to ruin her storybook existence, she takes a dramatic turn and blossoms into the leader of the resistance effort.","AndyDick,DerZauberer(voice),Ella(voice),FreddiePrinzeJr.,Freund#2(voice),GeorgeCarlin,GuteFee(voice),LisaKaplan,Mambo(voice),MichaelMcShane,Munk(voice),PatrickWarburton,PrinzHumperdink(voice),Rick(voice),RobPaulsen,Rumpelstilzchen(voice),SarahMichelleGellar,WallaceShawn",Happily N'Ever After,Released,English,47000000.0,37923818.0,AU,2007,4.9
Lupin III: The First,2021-11-01,74.0,"Adventure,Action,Animation","The iconic ""gentleman thief"" Lupin III returns in an action-packed, continent-spanning adventure, as Lupin III and his colorful underworld companions race to uncover the secrets of the mysterious Bresson Diary, before it falls into the hands of a dark cabal that will stop at nothing to resurrect the Third Reich.","ArsèneLupinIII(voice),Bresson(voice),DaisukeJigen(voice),DaisukeNamikawa,FujikoMine(voice),Geralt(voice),GoemonIshikawaXIII(voice),InspectorKoichiZenigata(voice),KanichiKurita,KazuakiIto,KiyoshiKobayashi,KoichiYamadera,KotaroYoshida,Laetitia(voice),Lambert(voice),MiyukiSawashiro,SuzuHirose,TatsuyaFujiwara", ルパン三世 THE FIRST,Released,Japanese,5947948.0,7334393.0,AU,2021,7.4
The Hitcher,2007-01-19,59.0,"Action,Horror,Crime,Thriller","While driving through the New Mexico Desert during a rainy night, the college students Jim Halsey and his girlfriend Grace Andrews give a ride to the hitchhiker John Ryder. While in their car, the stranger proves to be a psychopath threatening the young couple with a knife, but Jim succeeds to throw him out of the car on the road. On the next morning, the young couple sees John in another car.","DannyBolero,GraceAndrews,HarlanBremmerJr.,HarlanBremmerSr.,JeffreyHutchinson,JimHalsey,JohnRyder,KyleDavis,LieutenantEsteridge,NealMcDonough,OfficerEdwards,SeanBean,SkipO'Brien,SophiaBush,StoreClerk,TravisSchuldt,YoungFather,ZacharyKnighton",The Hitcher,Released,English,10000000.0,25399945.0,US,2007,5.9
A Matter of Loaf and Death,2008-12-18,73.0,"Animation,Comedy,Family","Wallace and Gromit open a bakery, accidentally getting tied up with a murder mystery in the process. But when Wallace falls in love, Gromit is left to solve the case by himself.","Bake-O-LiteSinger(voice),BenWhitehead,BobtheBaker(voice)(uncredited),Fluffles(voice),GeraldineMcEwan,MelissaCollier,MissThripp(voice)(uncredited),PeterSallis,Piella(voice),SallyLindsay,SarahLaborde,Wallace(voice)",A Matter of Loaf and Death,Released,English,90000000.0,761987823.8,AU,2008,7.3
Smokin' Aces 2: Assassins' Ball,2010-01-26,55.0,"Action,Comedy","Walter Weed is an unassuming desk jockey at the FBI when the Bureau uncovers a plot to assassinate him. A team of degenerate, psychotic assassins dispatched by mystery man Hal Leuco to win a huge bounty includes a resourceful beauty who has a unique method of killing her prey, a power-tool wielding psychopath and a deadly master of disguise.","AgentBaker,AnthonyVejar,AriellaMartinez,AutumnReeser,ChristopherMichaelHolley,ClayneCrawford,ErnieHudson,FritzTremor,Kaitlyn'AK-47'Tremor,LazloSoot,LesterTremor,MalcolmLittle,MarthaHigareda,MaurySterling,MichaelParks,TomBerenger,TommyFlanagan,WalterWeed",Smokin' Aces 2: Assassins' Ball,Released,English,8000000.0,16667230.2,AU,2010,5.5
Force Majeure,2014-10-16,69.0,Drama,"While holidaying in the French Alps, a Swedish family deals with acts of cowardliness as an avalanche breaks out.","BradyCorbet,Charlotte,ClaraWettergren,Cleaner,Ebba,FanniMetelius,Fanny,Harry,JohannesBahKuhnke,JohannesMoustos,KarinMyrenberg,KristoferHivju,LisaLovenKongsli,Mats,TheAmerican,Tomas,Vera,VincentWettergren", Turist,Released,Swedish,56000004.0,4094339.0,AU,2014,6.9
Necronomicon,1993-11-01,60.0,Horror,"H.P. Lovecraft anthology is divided into four segments: ""The Library"" which is the wraparound segment involving Lovecraft's research into the Book of The Dead and his unwitting release of a monster and his writing of the following horror segments ""The Drowned"", ""The Cold"", and ""Whispers"".","Attendant,BelindaBauer,BrianYuzna,BrucePayne,Cabbie,Clara,DeniceD.Lewis,EdwardDeLapoer,EmmaDeLapoer,H.P.Lovecraft,JeffreyCombs,JethroDeLapoer,JuanFernández,Librarian,MariaFord,NancyGallmore,RichardLynch,TonyAzito",Necronomicon,Released,English,4000000.0,99000630.0,US,1993,6.0
Demolition,2016-07-14,68.0,"Comedy,Drama",An emotionally desperate investment banker finds hope through a woman he meets.,"C.J.Wilson,Carl,ChrisCooper,ChrisMoreno,Davis'Dad,Davis'Mom,DavisMitchell,DebraMonk,HeatherLind,JakeGyllenhaal,JudahLewis,Julia,KarenMoreno,MalachyCleary,MargotEastwood,NaomiWatts,PhilEastwood,PollyDraper",Demolition,Released,English,10000000.0,4366460.0,AU,2016,6.8
The Replacement Killers,1998-07-04,62.0,"Action,Drama,Crime,Thriller,Mystery","Hired assassin John Lee is asked by Chinatown crime boss Terence Wei to murder the young son of policeman Stan Zedkov. Lee has the boy in his sights, but his conscience gets the better of him, and he spares the child's life. Afraid that Wei will take revenge on his family in China, Lee seeks out expert forger Meg Coburn to obtain the passport he needs to get out of the country, but a band of replacement killers is soon on his trail.","CarlosGómez,ChowYun-fat,CliftonCollinsJr.,Collins,DannyTrejo,Hunt,JohnLee,JürgenProchnow,KennethTsang,Loco,MegCoburn,MichaelKogan,MichaelRooker,MiraSorvino,Ryker,Stan'Zeedo'Zedkov,TerenceWei,TilSchweiger",The Replacement Killers,Released,English,30000000.0,19035741.0,AU,1998,6.2
Snake Eyes,1998-09-30,61.0,"Thriller,Crime,Mystery","All bets are off when shady homicide cop Rick Santoro witnesses a murder during a boxing match. It's up to him and lifelong friend, Naval intelligence agent Kevin Dunne to uncover the conspiracy behind the killing. At every turn, Santoro makes increasingly shocking discoveries that even he can't turn a blind eye to.","CarlaGugino,CharlesKirkland,Cyrus,GarySinise,GilbertPowell,JimmyGeorge,JoelFabiani,JohnHeard,JuliaCostello,KevinDunn,KevinDunne,LincolnTyler,LouLogan,LuisGuzmán,MichaelRispoli,NicolasCage,RickSantoro,StanShaw",Snake Eyes,Released,English,73000000.0,103891409.0,AU,1998,6.1
The Boss,2016-04-14,59.0,Comedy,"A titan of industry is sent to prison after she's caught for insider trading. When she emerges ready to rebrand herself as America's latest sweetheart, not everyone she screwed over is so quick to forgive and forget.","BryceCrean,Claire,EllaAnderson,IdaMarquette,KathyBates,KristenBell,KristenSchaal,MelissaMcCarthy,MichaelMcDonald,MichelleDarnell,MikeBeals,PeterDinklage,Rachel,Renault,ScoutLeaderSandy,Stephan,TimothySimons,TylerLabine",The Boss,Released,English,29000000.0,78652207.0,AU,2016,5.9
Never Sleep Again: The Elm Street Legacy,2010-05-04,79.0,"Documentary,Horror","For decades, Freddy Krueger has slashed his way through the dreams of countless youngsters, scaring up over half a billion dollars at the box office across eight terrifying, spectacular films.","AliceCooper,CluGulager,HeatherLangenkamp,JohnSaxon,LisaWilcox,MonicaKeena,RobertEnglund,RobertShaye,Self,WesCraven",Never Sleep Again: The Elm Street Legacy,Released,English,108200000.0,362664416.2,US,2010,7.9
The Butler,2014-08-30,73.0,Drama,"A look at the life of Cecil Gaines who served eight presidents as the White House's head butler from 1952 to 1986, and had a unique front-row seat as political and racial history was made.","CarterWilson,CecilGaines,CubaGoodingJr.,ForestWhitaker,GloriaGaines,HattiePearl,Howard,JamesHolloway,JamesMarsden,JaneFonda,JohnCusack,JohnF.Kennedy,LennyKravitz,MariahCarey,NancyReagan,OprahWinfrey,RichardNixon,TerrenceHoward",The Butler,Released,English,25000000.0,115922175.0,AU,2014,7.3
Look Who's Talking Too,1991-01-17,55.0,"Romance,Comedy","Mollie and James are together and raising a family, which now consists of an older Mikey and his baby sister, Julie. Tension between the siblings arises, and as well with Mollie and James when Mollie's brother Stuart moves in. Mikey is also learning how to use the toilet for the first time.","BruceWillis,DamonWayans,Eddie(voice),EliasKoteas,GilbertGottfried,JamesUbriacco,Joey,JohnTravolta,Julie(voice),KirstieAlley,MelBrooks,Mikey(voice),MollieUbriacco,Mr.ToiletMan(voice),OlympiaDukakis,RoseanneBarr,Rosie,Stuart",Look Who's Talking Too,Released,English,8540000.0,47789074.0,AU,1991,5.5
Black Beauty,1994-07-29,68.0,"Adventure,Family","The fates of horses, and the people who own and command them, are revealed as Black Beauty narrates the circle of his life.","AlanCumming,AlunArmstrong,BlackBeauty(voice),DavidThewlis,EleanorBron,FarmerGrey,JerryBarker,JimCarter,JohnManly,JohnMcEnery,LadyWexmire,LordWexmire,Mr.York,PeterCook,PeterDavison,ReubenSmith,SeanBean,SquireGordon",Black Beauty,Released,English,85200000.0,604881225.2,US,1994,6.8
Battle of Jangsari,2019-09-25,69.0,"Drama,History,War","Korean War, September 1950. In order to fight the enemy forces based in the South of the peninsula, General MacArthur orders the start of the Incheon Landing Operation, deploying diversionary attacks in other locations. Without real military forces to spare, 772 very young Korean student soldiers, barely trained, are sent to Jangsari Beach, where they will face a heroic fate and discover the value of friendship. (A sequel to Operation Chromite, released in 2016.)","BrigadierGen.ImChun-bong,CaptainLeeMyeong-jun,ChoeSeong-pil,ChoiMin-ho,DongBang-woo,GiHa-ryun,GukMan-deuk,JangJi-gun,KimIn-kwon,KimMyung-min,KimSung-cheol,KwakSi-yang,LeeGae-tae,LeeHo-jung,LeeJae-wook,MunJong-nyeo,ParkChan-nyeon,RyuTae-seok", 장사리: 잊혀진 영웅들,Released,Korean,12400004.0,7883200.0,KR,2019,6.9
The Front Runner,2018-11-27,59.0,"Drama,History","Gary Hart, former Senator of Colorado, becomes the front-runner for the Democratic presidential nomination in 1987. Hart's intelligence, charisma and idealism makes him popular with young voters, leaving him with a seemingly clear path to the White House. All that comes crashing down when allegations of an extramarital affair surface in the media, forcing the candidate to address a scandal that threatens to derail his campaign and personal life.","AlexKarpovsky,BillDixon,BillyShore,ChrisCoy,DougWilson,GaryHart,HughJackman,IreneKelly,J.K.Simmons,JohnB.Emerson,JoshBrener,KevinSweeney,LeeHart,MarkO'Brien,MikeStratton,MollyEphraim,TommyDewey,VeraFarmiga",The Front Runner,Released,English,9438800.0,3242235.0,AU,2018,5.9
Made in Italy,2020-08-13,60.0,"Comedy,Drama",A bohemian artist travels from London to Italy with his estranged son to sell the house they inherited from his late wife.,"Astrid,EileenWalsh,GianMarcoTavani,HelenaAntonio,Jack,Kate,LiamNeeson,LindsayDuncan,Luigi,MarcoQuaglia,Marzio,MicheálRichardson,Natalia,Raffaella,Robert,Ruth,ValeriaBilello,YolandaKettle",Made in Italy,Released,English,68400000.0,229180648.2,AU,2020,6.0
The Marine 4: Moving Target,2015-04-10,64.0,Action,"WWE Superstar Mike ""The Miz"" Mizanin returns as Jake Carter where he is assigned to protect a whistleblower who wishes to expose a corrupt military defense contractor. However, the military hires a heavily armed team of mercenaries to kill her and it's up to Carter to stop them at any cost.","AndrewVogel,AtlinMitchell,CurtisCaravaggio,DanielleMoinet,Det.PaulRedman,EthanSmith,Hayes,JakeCarter,JoshBlacker,MatthewMacCaull,MelissaRoxburgh,Mike'TheMiz'Mizanin,OliviaTanis,PaulMcGillion,PrimoAllon,RachelDawes,TrishEllis,Wallace",The Marine 4: Moving Target,Released,English,1950000.0,211802400.4,US,2015,6.4
The Longest Yard,1974-08-21,68.0,"Comedy,Drama","In this rough-and-tumble yarn, filmed on-location at the Georgia State Prison, the cons are the heroes and the guards are the heavies. Eddie Albert is the sadistic warden who'll gladly make any sacrifice to push his guards' semi-pro football team to a national championship.","BurtReynolds,CaptainKnauer,Caretaker,CharlesTyner,EdLauter,EddieAlbert,Granville,HarryCaesar,JamesHampton,JohnSteadman,MichaelConrad,MikeHenry,NateScarboro,PaulCrewe,Pop,Rassmeusen,Unger,WardenHazen",The Longest Yard,Released,English,82000000.0,191558505.0,US,1974,6.8
How to Survive Without Mum,2023-04-12,0.0,Comedy,"After Antoine was fired from his job, he became a stay-at-home dad taking care of his four children, while his wife Isabelle restarts her career as a lawyer. For Antoine, the family's upcoming ski vacation is a godsend: he can finally take a break from parenthood and enjoy a luxury ski resort! But just as they are about to step on the train, Isabelle is called back to work for an emergency and Antoine has to deal, on his own, with his four mischievous kids going wild on the slopes and in the fancy hotel, as the trip turns into total chaos…",",AlexisMichalik,AnneliseHesme,Antoine,AureAtika,EvanPaturel,FranckDubosc,HélénaNoguerra,IlanDebrabant,SwanJoulin,VioletteGuillon", 10 jours encore sans maman,Released,French,264940000.0,175269998.8,FR,2023,0.0
The Bonfire of the Vanities,1990-12-21,56.0,"Crime,Comedy,Drama","After his mistress runs over a black teen, a Wall Street hotshot sees his life unravel in the spotlight; A down-and-out reporter breaks the story and opportunists clamber to use it to their advantage.","AlbertFox,BruceWillis,CliftonJames,JedKramer,JohnHancock,JudgeLeonardWhite,JudyMcCoy,KevinDunn,KimCattrall,MariaRuskin,MelanieGriffith,MorganFreeman,PeterFallow,ReverendBacon,SaulRubinek,ShermanMcCoy,TomHanks,TomKillian",The Bonfire of the Vanities,Released,English,47000000.0,15691192.0,US,1990,5.6
Christmas Unfiltered,2022-12-01,63.0,"Comedy,Drama,Family","A teen who feels ignored by her family makes a Christmas wish to be listened to, then wakes up and discovers she can only tell the whole truth.","AlisonFernandez,AndrewHunter,AnyaRuoss,Becky,Carol,DavidDeLao,EliDaoudi,Fran,GavinBedell,Jack,JudyReyes,Matt,Mr.Kelly,Olivia,RainaGrey,Taylor,TaylorCastro,Ted",Christmas Unfiltered,Released,English,150000000.0,292767115.2,BR,2022,6.3
Final Scandal: Madam Likes It Hard,1983-12-23,43.0,Romance,"Midori Satsuki plays Tamako, the owner of a boarding house and a pawn shop who gets into some erotic entanglements.","KaoriOkamoto,KateAsabuki,Kyoko,MidoriSatsuki,Sachiko,Shinichiro,TakashiShikauchi,Tamako,ToshiakiAmada,Tsumura", ファイナル・スキャンダル 奥様はお固いのがお好き,Released,Japanese,139800000.0,558017045.2,JP,1983,4.3
A Simple Wish,1997-07-11,55.0,"Adventure,Comedy,Family,Fantasy","Murray is a male fairy godmother, and he is trying to help 8-year-old Anabel to fulfil her ""simple wish"" - that her father Oliver, who is a cab driver, would win the leading role in a Broadway musical. Unfortunately, Murray's magic wand is broken and the fairies convention is threatened by evil witches Claudia and Boots.","AmandaPlummer,AnabelGreening,Boots,CharlieGreening,Claudia,DeborahOdell,FrancisCapra,Hortence,Jeri,KathleenTurner,MaraWilson,MartinShort,Murray,OliverGreening,Rena,RobertPastorelli,RubyDee,TeriGarr",A Simple Wish,Released,English,28000000.0,8165213.0,US,1997,5.5
Dream House,2011-09-30,61.0,"Mystery,Drama,Thriller","Publisher Will Atenton quits a lucrative job in New York to relocate his wife, Libby, and their daughters to a quaint town in New England. However, as they settle into their home the Atentons discover that a woman and her children were murdered there, and the surviving husband is the town's prime suspect. With help from a neighbor who was close to the murdered family, Will pieces together a horrifying chain of events.","AnnPatterson,Boyce,ChloePatterson,ClaireGeare,DanielCraig,DeeDee,Dr.Greeley,EliasKoteas,JackPatterson,JaneAlexander,LibbyAtenton,MartonCsokas,NaomiWatts,RachelG.Fox,RachelWeisz,TaylorGeare,Trish,WillAtenton",Dream House,Released,English,50000000.0,41642166.0,US,2011,6.1
Street Mobster,1972-05-06,68.0,"Crime,Action,Thriller","After serving time, a defiant street thug is incensed to find his town overrun by two yakuza factions. He gathers his crew and takes them on.","AsaoKoike,AsaoUchida,BossYato,BuntaSugawara,EisakuOwada,HideoMurota,IsamuOkita,Karasawa,Kimiyo,Kizaki,KyōsukeMachida,MayumiNagisa,Miyahara,NoboruAndô,NoboruMitani,NobuoYana,TakeoGunji,Taniguchi", 現代やくざ 人斬り与太,Released,Japanese,70440000.0,550779126.2,JP,1972,6.8
Escaflowne: The Movie,2004-06-01,68.0,"Animation,Adventure,Drama,Fantasy","Gaea is a mythical realm ruled by sword and sorcery and immersed in blood and violence. Thrust into a conflict she doesn't quite understand, Hitomi Kanzaki helps aid the young Prince Van as they embark upon a journey to fight the Black Dragon Clan. The battle over a legendary suit of dragon armor, Escaflowne, has begun.","Allen,Dilandau,HisakoKyoda,HitomiKanzaki,IkueOtani,Jajuka,KojiTsujitani,MaayaSakamoto,MayumiIizuka,Merle,MinamiTakayama,NobuyukiHiyama,OldWoman(asNaokoKyoda),Oruto,Shin-ichiroMiki,TomokazuSeki,Van,Yukari/Sora", エスカフローネ,Released,Japanese,132500000.0,829740878.0,AU,2004,6.8
Duplex,2003-09-26,61.0,Comedy,"When a young couple buys their dream home, they have no idea what the sweet little old lady upstairs is going to put them through!","AlexRose,AmberValletta,Bartender,BenStiller,Chick,Coop,Céline,DrewBarrymore,EileenEssell,JackieSandler,JamesRemar,Jean,JustinTheroux,Mrs.Connelly,NancyKendricks,OfficerDan,RobertWisdom,SwoosieKurtz",Duplex,Released,English,40000000.0,10070651.0,US,2003,6.1
Unfinished Affairs,2022-05-13,64.0,"Thriller,Adventure","Inspector Manuel Bianquetti is forced to accept a transfer to a police precinct in Cádiz. His initially peaceful move will soon be shattered with the discovery of the body of a young girl who reminds him of a terrible past. Despite the opposition of his superiors, Bianquetti will embark on a solo crusade to find the culprit, following clues that might be no more than figments of his imagination. The only person who seems to be on his side is his neighbour, a fragile nurse harassed by her former partner.",",AlejandroVergara,FredAdenis,GerardodePablos,IgnacioMateos,ManuelBianquetti,MonaMartínez,NataliadeMolina", La maniobra de la tortuga,Released,"Spanish,Castilian",2792657.0,211802400.4,ES,2022,6.4
Alien Outbreak,2020-02-11,39.0,"Science Fiction,Horror","In a small rural community, local police officers Zoe and Patrick begin their shift as normal but soon, strange events unfold. Residents begin behaving erratically, and suicidal panic spreads amongst the township they are trying to protect. Zoe and Patrick realise alien machines are taking hold, cutting their small group of survivors off from the outside world. Can the determined humans band together to save their community, and all mankind, from extinction?","Dale,Freddy,IanRowe,KatherineDrake,MichaelTerry,Mitchell,Patrick,PhilipAlexanderBaker,RitchieCrane,Sgt.ZoeNorris",Alien Outbreak,Released,English,118800000.0,813941432.2,US,2020,3.9
Good Kids,2016-10-05,64.0,Comedy,Four high school students look to redefine themselves after graduation.,"AndyEvans,AshleyJudd,DemiánBichir,Emily,Gabby,IsraelBroussard,JuliaGarner,Lionel'TheLion'Miller,MateoArias,Mike'Spice'Jennings,NicholasBraun,NoraSullivan,RandyCouture,Tinsley,ToughHusband,VirginiaGardner,Yaco,ZoeyDeutch",Good Kids,Released,English,90544000.0,519948264.6,AU,2016,6.4
Ranma ½: The Movie — The Battle of Nekonron: The Fight to Break the Rules!,1991-11-02,71.0,"Animation,Comedy,Action,Romance","When Prince Kirin of the 7 Lucky Gods shows up at the Tendo dojo looking for his bride-to-be, guess who's accidentally holding the scroll that signifies his future mate? Why, Akane, of course, and the rest of the Ranma crew is forced to take a boat to China in order to save her from the horrors of marriage and a diet of pickled vegetables.","AkaneTendo(voice),GenmaSaotome(voice),KanetoShiozawa,KappeiYamaguchi,KenichiOgata,KoichiYamadera,Lychee(voice),MegumiHayashibara,NorikoHidaka,PrinceKirin(voice),RanmaSaotome(Female)(voice),RanmaSaotome(Male)(voice),ReiSakuma,RyogaHibiki(voice),RyusukeOhbayashi,SakikoTamagawa,Shampoo(voice),SounTendo(voice)", らんま½ 中国寝崑崙大決戦! 掟やぶりの激闘篇!,Released,Japanese,163000000.0,1043172773.8,JP,1991,7.1
Marked for Death,1991-02-28,60.0,"Action,Crime","Just retired from the Drug Enforcement Agency, John Hatcher returns to his hometown and quickly discovers that drugs have infiltrated his old neighborhood. Determined to drive the dealers out, Hatcher crosses paths with a ferocious Jamaican drug lord who vows that Hatcher and his family are now marked for death.","AlIsrael,BasilWallace,BetteFord,Charles,DanielleHarris,ElizabethGracen,JoannaPacula,JohnHatcher,Kate,KeithDavid,Leslie,Max,Melissa,Screwface,StevenSeagal,TitoBarco,TomWright,Tracey",Marked for Death,Released,English,12000000.0,46044400.0,AU,1991,6.0
Days of Being Wild,1990-12-15,73.0,"Crime,Drama,Romance","Yuddy, a Hong Kong playboy known for breaking girls' hearts, tries to find solace and the truth after discovering the woman who raised him isn't his mother.","AliciaAlonzo,AndyLau,CarinaLau,ChowMo-wan,HotelMaid,Housekeeper,JackyCheung,LeslieCheung,LeungFung-ying,MaggieCheung,MaritoniFernandez,Rebecca,RebeccaPan,SuLi-zhen,Tide,TonyLeungChiu-wai,Yuddy,Zeb", 阿飛正傳,Released,Cantonese,25937792.0,141864.0,HK,1990,7.3
The Eagle,2011-07-20,62.0,"Adventure,Drama","In 140 AD, twenty years after the unexplained disappearance of the entire Ninth Legion in the mountains of Scotland, young centurion Marcus Aquila arrives from Rome to solve the mystery and restore the reputation of his father, the commander of the Ninth. Accompanied only by his British slave Esca, Marcus sets out across Hadrian's Wall into the uncharted highlands of Caledonia - to confront its savage tribes, make peace with his father's memory, and retrieve the lost legion's golden emblem, the Eagle of the Ninth.","Aquila,ChanningTatum,ClaudiusMarcellus,Cradoc,DakinMatthews,DenisO'Hare,DonaldSutherland,DouglasHenshall,Esca,Galba,Guern,JamieBell,Lotorius,MarcusAquila,MarkStrong,PaulRitter,SealPrince,TaharRahim",The Eagle,Released,English,25000000.0,38993548.0,AU,2011,6.2
Dogma,1999-12-16,69.0,"Fantasy,Comedy,Adventure","The latest battle in the eternal war between Good and Evil has come to New Jersey in the late, late 20th Century. Angels, demons, apostles and prophets (of a sort) walk among the cynics and innocents of America and duke it out for the fate of humankind.","AlanRickman,Azrael,Bartleby,BenAffleck,BethanySloane,ChrisRock,JasonLee,JasonMewes,Jay,KevinSmith,LindaFiorentino,Loki,MattDamon,Metatron,Rufus,SalmaHayek,Serendipity,SilentBob",Dogma,Released,English,10000000.0,43948865.0,AU,1999,6.9
Mighty Joe Young,1998-12-25,62.0,"Adventure,Family,Action,Fantasy","As a child living in Africa, Jill Young saw her mother killed while protecting wild gorillas from poachers led by Andrei Strasser. Now an adult, Jill cares for an orphaned gorilla named Joe -- who, due to a genetic anomaly, is 15 feet tall. When Gregg O'Hara arrives from California and sees the animal, he convinces Jill that Joe would be safest at his wildlife refuge. But Strasser follows them to the U.S., intent on capturing Joe for himself.","AndreiStrasser,BillPaxton,CecilyBanks,CharlizeTheron,ChristianClemenson,DavidPaymer,Garth,GreggO'Hara,HarryRuben,Jack,JillYoung,Kweli,NaveenAndrews,PeterFirth,Pindi,RadeŠerbedžija,ReginaKing,RobertWisdom",Mighty Joe Young,Released,English,80000000.0,50632037.0,US,1998,6.2
12 Rounds 3: Lockdown,2015-09-11,59.0,"Action,Thriller,Crime","Lockdown Follows a police officer who returns to duty after recovering from a gun shot wound to discover incriminating evidence of illegal activities against those closest to him. He quickly finds himself trapped inside his own precinct, hunted and in search of the truth, as the crooked cops stop at nothing to recover the evidence.","AveryKonrad,CaptainMatthews,CourtneyHojenski,DanielCudmore,Darrow,FemaleTrainee,Gideon,Girlfriend,HotBrunette,JohnShaw,JonathanGood,LeeTomaschefski,LochlynMunro,OfficerJennyTaylor,RebeccaMarshall,RogerCross,SarahSmyth,TylerBurke",12 Rounds 3: Lockdown,Released,English,104600000.0,414937351.4,US,2015,5.9
A Chinese Odyssey Part One: Pandora's Box,1995-01-21,74.0,"Fantasy,Adventure,Comedy","When the Goddess of Happiness tosses the Longevity Monk and his disciples out of heaven (because the Monkey King tried to attain immortality), the Monkey King is reincarnated as the Joker. He now spends his time chasing two jealous women. When one of them is dying, the Joker goes back in time in an attempt to save her.","AdaChoi,AthenaChu,BaakGwatCheng/PakJingJing,ChiJuenBo/SuenNgHung/Joker,IronFanPrincess,JeffreyLau,JeungChuCheng/SpiderWoman,JohnnieKong,JueBaatGaai/AssistantMaster,KarenMok,LawKar-Ying,NgMan-tat,Sandy/Blindy,SpiderDevil/SpiderWebImmortal,StephenChow,TheGrapes/GrandpaBuddha,TongChang/LongevityMonk,YammieLam", 西遊記第壹佰零壹回之月光寶盒,Released,Cantonese,10192000.0,3237520.0,HK,1995,7.4
Foxter and Max,2019-09-19,67.0,"Adventure,Fantasy,Family","The twelve-year-old schoolboy Max escapes from the house and hides under the bridge. There he finds a spray can of nano-paints, and draw a graffiti of a dog. Unexpectedly painted graffiti comes alive and turns into dog-nanorobot with super powers. And now both of them are hunted by a dangerous criminal who will not stop at anything in order to seize this powerful technology. Guy Max falls into a whirlpool of adventure, through which he finds true friends.","Alex,AnastasiaMateshko,Arkan,BohdanKozii,Dan,DariaPolunina,Father,Gecko,MaksymRodionov,MaksymSamchyk,Max,Mother,Myron,RomanKhalaimov,Sonia,TomaszOświeciński,VitaliiaTurchyn,VladyslavMamchur", Фокстер і Макс,Released,Ukrainian,1522860.0,221074959.6,UA,2019,6.7
